1,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,180,-150,0,0
2,今日は、専門の勉強をした。ためになったなあ。,68,-39,0,0
3,今日はバイトした。バイト先の人と仲良くなった。,184,-158,3284,0
4,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,210,-15,0,0
5,今日は、友達と遊んだ。かなり日焼けした。,308,-55,-638,0
6,今日は外にでかけた。外は暑かった。,84,-155,0,0
7,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,92,-91,47,0
8,今日は、友達と遊んだ。かなり日焼けした。,294,-111,-908,0
9,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,5,-192,51,0
10,今日はバイトした。バイト先の人と仲良くなった。,103,-82,4610,0
11,今日は、英語の宿題を進めた。いつかは英語で外国の人と話せるかな？,155,-56,0,0
12,今日は、数学の宿題を進めた。問題が解けるとうれしい。,105,-70,0,0
13,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,57,-195,89,0
14,今日はとくになにもしなかった。平和だった。,90,-123,0,0
15,今日はバイトした。バイト先の人と仲良くなった。,182,-67,7486,0
16,今日は外にでかけた。外は暑かった。,142,-199,0,0
17,今日は、友達と遊んだ。かなり日焼けした。,321,-59,-686,0
18,今日は外にでかけた。外は暑かった。,283,-78,0,0
19,今日は、友達と遊んだ。かなり日焼けした。,333,-159,-827,0
20,今日は、科学の宿題をした。思考実験をするのはたのしい。,56,-350,0,0
21,今日は、読書感想文に書く本を読んだ。本を読むと時間がすぎるのがはやいなあ。,186,-57,0,0
22,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,60,-122,0,0
23,今日は外にでかけた。外は暑かった。,53,-32,0,0
24,今日は、友達と遊んだ。かなり日焼けした。,148,-193,-729,0
25,今日は、英語の宿題を進めた。いつかは英語で外国の人と話せるかな？,179,-268,0,0
26,今日は、友達と遊んだ。かなり日焼けした。,46,-177,-945,0
27,今日は、友達と遊んだ。かなり日焼けした。,139,-117,-855,0
28,とくになにもしなかった,182,-94,0,0
29,今日は、数学の宿題を進めた。問題が解けるとうれしい。,118,-115,0,0
30,今日はバイトした。バイト先の人と仲良くなった。,20,-71,2356,0
31,今日はお使いを頼まれて、そのおつりをもらった。外は暑かった。,94,-110,0,0
32,今日は外にでかけた。外は暑かった。,34,-6,0,0
33,今日は、専門の勉強をした。ためになったなあ。,122,-147,0,0
34,今日は外にでかけた。外は暑かった。,109,-63,0,0
35,今日は、友達と遊んだ。かなり日焼けした。,379,-31,-167,0
36,今日は、友達と遊んだ。かなり日焼けした。,86,-152,-193,0
37,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,288,-127,0,0
38,今日はとくになにもしなかった。平和だった。,177,-54,0,0
39,今日は、ゲームをして遊んだ。気づいたら夕方になっていた。,197,-124,0,0
40,今日は、友達と遊んだ。かなり日焼けした。,99,-167,-433,0
41,今日はとくになにもしなかった。平和だった。,79,-20,0,0
42,今日はバイトした。バイト先の人と仲良くなった。,126,-120,6003,0
43,今日は外にでかけた。外は暑かった。,145,-88,0,0
44,今日は外にでかけた。外は暑かった。,27,-37,0,0
